Land ID,Location,Size (Acres),Base Price (INR),Current Bid (INR),Bidder ID,Bid Timestamp,Status
LAND01329,Chennai,9.84,403835,441292,BID821,2025-03-01 01:08:06,Sold
LAND01330,Coimbatore,7.06,460176,538434,BID935,2025-02-20 16:08:06,Sold
LAND01331,Trichy,8.82,127180,204150,BID575,2025-03-05 16:08:06,Closed
LAND01332,Chennai,3.91,366558,448339,BID853,2025-02-18 07:08:06,Closed
LAND01333,Madurai,8.12,366332,418073,BID264,2025-03-02 04:08:06,Sold
LAND01334,Madurai,8.65,411185,480215,BID101,2025-03-26 16:08:06,Closed
LAND01335,Chennai,5.41,396282,479303,BID776,2025-02-25 02:08:06,Sold
LAND01336,Madurai,1.05,410092,464432,BID471,2025-02-23 06:08:06,Closed
LAND01337,Trichy,8.76,307876,383792,BID371,2025-04-02 00:08:06,Sold
LAND01338,Trichy,3.16,303817,381394,BID445,2025-02-07 21:08:06,Closed
LAND01339,Coimbatore,3.26,493761,567273,BID305,2025-02-10 15:08:06,Closed
LAND01340,Trichy,2.06,200229,295727,BID860,2025-03-09 14:08:06,Closed
LAND01341,Madurai,5.16,464280,482628,BID438,2025-03-10 07:08:06,Sold
LAND01342,Coimbatore,3.42,499133,557969,BID815,2025-03-31 04:08:06,Sold
LAND01343,Chennai,9.19,350459,366546,BID891,2025-02-11 15:08:06,Closed
LAND01344,Salem,9.64,101381,115449,BID178,2025-02-23 20:08:06,Sold
LAND01345,Madurai,7.05,138120,195416,BID719,2025-04-05 17:08:06,Sold
LAND01346,Madurai,4.98,259719,324319,BID527,2025-03-11 01:08:06,Open
LAND01347,Trichy,6.99,220218,274370,BID736,2025-02-19 06:08:06,Closed
LAND01348,Chennai,1.53,292121,378702,BID494,2025-03-18 09:08:06,Closed
LAND01349,Salem,3.42,191881,234099,BID124,2025-02-11 10:08:06,Open
LAND01350,Coimbatore,4.18,116524,146725,BID936,2025-03-04 16:08:06,Sold
LAND01351,Madurai,1.58,295434,394901,BID384,2025-02-23 12:08:06,Closed
LAND01352,Trichy,8.74,180963,244363,BID465,2025-02-19 05:08:06,Closed
LAND01353,Salem,5.7,109325,172528,BID638,2025-02-24 10:08:06,Closed
LAND01354,Salem,7.27,423362,504197,BID369,2025-02-26 00:08:06,Closed
LAND01355,Chennai,2.25,323585,398971,BID778,2025-02-24 06:08:06,Open
LAND01356,Salem,8.5,325042,336682,BID164,2025-02-19 10:08:06,Open
LAND01357,Salem,6.0,257011,313148,BID667,2025-03-11 03:08:06,Sold
LAND01358,Trichy,8.41,490395,544289,BID990,2025-02-23 00:08:06,Sold
LAND01359,Madurai,8.04,140091,162754,BID748,2025-02-07 04:08:06,Sold
LAND01360,Salem,7.86,429821,446253,BID949,2025-02-22 10:08:06,Sold
LAND01361,Trichy,7.38,329496,342245,BID907,2025-03-08 17:08:06,Closed
LAND01362,Coimbatore,2.81,233313,254628,BID544,2025-04-05 00:08:06,Closed
LAND01363,Coimbatore,3.6,495249,579499,BID613,2025-03-05 17:08:06,Closed
LAND01364,Salem,6.85,485639,515873,BID666,2025-03-23 17:08:06,Sold
LAND01365,Madurai,4.72,418522,509031,BID247,2025-04-02 21:08:06,Open
LAND01366,Salem,6.91,424180,514747,BID492,2025-03-10 13:08:06,Open
LAND01367,Chennai,9.81,414114,493662,BID204,2025-02-14 22:08:06,Closed
LAND01368,Coimbatore,9.73,127320,186974,BID793,2025-03-09 15:08:06,Open
LAND01369,Coimbatore,5.94,413660,439214,BID371,2025-03-18 00:08:06,Open
LAND01370,Madurai,7.77,489668,571994,BID849,2025-03-12 21:08:06,Closed
LAND01371,Salem,6.61,147028,163453,BID741,2025-03-19 05:08:06,Open
LAND01372,Coimbatore,6.23,385927,449554,BID783,2025-03-22 17:08:06,Closed
LAND01373,Chennai,5.97,169271,214953,BID867,2025-02-25 00:08:06,Open
LAND01374,Madurai,2.37,448923,465630,BID717,2025-02-18 11:08:06,Open
LAND01375,Chennai,3.93,113768,208676,BID383,2025-02-06 10:08:06,Open
LAND01376,Trichy,9.94,141197,164641,BID183,2025-02-19 12:08:06,Closed
LAND01377,Madurai,7.73,355635,409644,BID771,2025-02-24 21:08:06,Closed
LAND01378,Trichy,4.61,326963,423718,BID418,2025-02-23 17:08:06,Open
LAND01379,Madurai,5.58,191884,285659,BID330,2025-02-20 12:08:06,Closed
LAND01380,Trichy,7.32,201278,279184,BID177,2025-02-10 17:08:06,Closed
LAND01381,Madurai,5.56,279828,328482,BID808,2025-03-19 05:08:06,Open
LAND01382,Salem,5.47,473394,515749,BID945,2025-03-10 19:08:06,Open
LAND01383,Madurai,6.17,478679,507435,BID758,2025-02-07 04:08:06,Closed
LAND01384,Coimbatore,8.6,499900,519711,BID417,2025-04-03 09:08:06,Closed
LAND01385,Madurai,4.97,364379,426916,BID715,2025-03-01 06:08:06,Closed
LAND01386,Madurai,1.49,334579,371291,BID199,2025-02-28 18:08:06,Closed
LAND01387,Chennai,6.49,290298,368151,BID760,2025-03-11 04:08:06,Closed
LAND01388,Chennai,6.84,261190,319417,BID997,2025-04-02 13:08:06,Open
LAND01389,Coimbatore,6.55,428608,523781,BID799,2025-03-17 16:08:06,Closed
LAND01390,Chennai,9.24,277854,289559,BID951,2025-04-04 11:08:06,Sold
LAND01391,Salem,1.77,166017,216773,BID817,2025-02-12 18:08:06,Closed
LAND01392,Chennai,6.7,467043,497860,BID528,2025-03-30 17:08:06,Open
LAND01393,Salem,5.49,422702,522455,BID378,2025-03-26 23:08:06,Open
LAND01394,Madurai,7.51,131332,159797,BID888,2025-03-06 13:08:06,Open
LAND01395,Chennai,3.2,212102,311577,BID455,2025-02-28 00:08:06,Sold
LAND01396,Salem,4.33,486259,538532,BID932,2025-03-30 08:08:06,Sold
LAND01397,Chennai,1.46,489879,571972,BID629,2025-03-19 22:08:06,Open
LAND01398,Chennai,6.67,149278,247150,BID723,2025-02-20 18:08:06,Open
LAND01399,Trichy,7.55,498324,596006,BID220,2025-03-04 19:08:06,Sold
LAND01400,Trichy,5.68,166876,198787,BID681,2025-03-25 23:08:06,Closed
LAND01401,Chennai,8.83,425893,439569,BID321,2025-02-11 16:08:06,Open
LAND01402,Trichy,3.55,165447,229249,BID432,2025-02-08 19:08:06,Sold
LAND01403,Trichy,5.78,255734,309760,BID641,2025-02-22 12:08:06,Open
LAND01404,Coimbatore,2.77,295271,308296,BID212,2025-03-03 21:08:06,Closed
LAND01405,Madurai,7.14,254554,320304,BID833,2025-03-07 03:08:06,Sold
LAND01406,Trichy,2.63,322267,364763,BID934,2025-04-03 18:08:06,Sold
LAND01407,Coimbatore,3.99,324766,335231,BID506,2025-02-23 11:08:06,Sold
LAND01408,Salem,7.56,247742,293197,BID758,2025-02-24 23:08:06,Open
LAND01409,Trichy,6.71,414143,459253,BID965,2025-03-11 13:08:06,Closed
LAND01410,Salem,7.21,381091,432444,BID169,2025-03-08 23:08:06,Sold
LAND01411,Salem,9.51,463230,540464,BID304,2025-03-25 18:08:06,Open
LAND01412,Coimbatore,7.05,114813,153497,BID480,2025-02-19 19:08:06,Sold
LAND01413,Trichy,7.26,290722,350360,BID224,2025-03-28 13:08:06,Sold
LAND01414,Salem,9.24,368215,468173,BID239,2025-04-04 16:08:06,Sold
LAND01415,Madurai,1.65,348445,369115,BID191,2025-03-04 18:08:06,Open
LAND01416,Salem,7.81,334032,353348,BID262,2025-03-03 16:08:06,Closed
LAND01417,Salem,3.76,263797,304743,BID282,2025-02-28 12:08:06,Open
LAND01418,Salem,6.68,454862,544123,BID247,2025-02-06 02:08:06,Open
LAND01419,Coimbatore,7.82,398311,483217,BID171,2025-03-11 13:08:06,Sold
LAND01420,Trichy,9.14,276164,341857,BID534,2025-04-04 22:08:06,Closed
LAND01421,Chennai,8.84,121109,150525,BID156,2025-02-23 14:08:06,Closed
LAND01422,Coimbatore,8.28,158392,228858,BID673,2025-02-11 10:08:06,Open
LAND01423,Coimbatore,3.44,446291,534497,BID482,2025-02-07 02:08:06,Open
LAND01424,Coimbatore,9.7,355729,395021,BID188,2025-03-07 19:08:06,Open
LAND01425,Trichy,5.04,167386,210173,BID437,2025-03-21 17:08:06,Open
LAND01426,Madurai,3.07,166433,187995,BID802,2025-03-16 13:08:06,Open
LAND01427,Coimbatore,9.39,476696,491570,BID102,2025-03-31 08:08:06,Sold
LAND01428,Madurai,6.85,390710,437208,BID908,2025-02-09 09:08:06,Closed
LAND01429,Chennai,6.79,415361,478821,BID278,2025-03-02 23:08:06,Open
LAND01430,Madurai,6.84,388117,438896,BID867,2025-02-25 14:08:06,Sold
LAND01431,Trichy,2.01,275681,306838,BID361,2025-03-11 18:08:06,Closed
LAND01432,Salem,9.67,486657,538690,BID873,2025-03-11 15:08:06,Sold
LAND01433,Trichy,6.49,344834,358373,BID408,2025-04-03 01:08:06,Sold
LAND01434,Madurai,1.38,180761,278764,BID845,2025-02-15 07:08:06,Open
LAND01435,Coimbatore,7.93,450605,495761,BID607,2025-03-31 09:08:06,Sold
LAND01436,Madurai,5.08,260816,307259,BID697,2025-02-09 16:08:06,Closed
LAND01437,Madurai,8.08,275206,344493,BID880,2025-03-07 05:08:06,Closed
LAND01438,Madurai,2.81,238204,259807,BID920,2025-03-27 17:08:06,Closed
LAND01439,Salem,3.5,499825,559349,BID615,2025-03-10 23:08:06,Open
LAND01440,Trichy,2.65,470248,532445,BID827,2025-02-26 15:08:06,Closed
LAND01441,Madurai,5.58,334350,404420,BID474,2025-02-26 21:08:06,Open
LAND01442,Chennai,3.51,443896,520304,BID228,2025-03-27 19:08:06,Open
LAND01443,Trichy,9.03,181385,251594,BID186,2025-03-29 20:08:06,Open
LAND01444,Madurai,7.9,260580,313286,BID168,2025-03-23 04:08:06,Closed
LAND01445,Trichy,7.6,230900,293660,BID908,2025-02-16 06:08:06,Open
LAND01446,Chennai,7.05,332837,409036,BID958,2025-03-13 03:08:06,Open
LAND01447,Coimbatore,9.76,190455,215549,BID912,2025-02-11 07:08:06,Closed
LAND01448,Coimbatore,8.64,201385,239836,BID567,2025-03-24 21:08:06,Closed
LAND01449,Chennai,1.02,377846,404626,BID740,2025-03-13 14:08:06,Sold
LAND01450,Trichy,8.0,161120,204265,BID962,2025-03-04 20:08:06,Open
LAND01451,Madurai,1.01,484833,495259,BID626,2025-02-10 07:08:06,Open
LAND01452,Madurai,8.85,153667,193219,BID596,2025-03-28 14:08:06,Closed
LAND01453,Madurai,5.72,392368,457898,BID907,2025-03-30 07:08:06,Open
LAND01454,Coimbatore,2.65,202840,285000,BID472,2025-03-07 04:08:06,Closed
LAND01455,Chennai,3.34,455727,514713,BID590,2025-03-16 09:08:06,Open
LAND01456,Chennai,3.12,223815,285208,BID810,2025-03-13 19:08:06,Closed
LAND01457,Trichy,6.28,397705,409491,BID280,2025-02-21 01:08:06,Closed
LAND01458,Chennai,3.64,151467,223324,BID796,2025-02-23 19:08:06,Open
LAND01459,Salem,6.92,441802,518871,BID540,2025-03-02 16:08:06,Sold
LAND01460,Coimbatore,3.54,116384,126787,BID487,2025-04-02 22:08:06,Open
LAND01461,Trichy,8.93,129152,198068,BID722,2025-02-09 03:08:06,Closed
LAND01462,Salem,3.01,305398,353377,BID850,2025-04-02 16:08:06,Sold
LAND01463,Coimbatore,8.1,272922,356620,BID329,2025-03-20 13:08:06,Sold
LAND01464,Salem,4.95,413811,448346,BID889,2025-03-15 12:08:06,Closed
LAND01465,Madurai,7.67,353891,451264,BID821,2025-02-10 07:08:06,Closed
LAND01466,Madurai,7.94,151733,238419,BID838,2025-03-29 16:08:06,Open
LAND01467,Coimbatore,6.73,227865,325280,BID402,2025-02-20 17:08:06,Closed
LAND01468,Coimbatore,9.56,463061,488513,BID125,2025-02-26 08:08:06,Sold
LAND01469,Salem,7.51,495906,579248,BID150,2025-03-20 01:08:06,Sold
LAND01470,Chennai,2.41,435147,483773,BID290,2025-03-22 08:08:06,Sold
LAND01471,Trichy,2.24,400045,433967,BID178,2025-03-05 06:08:06,Closed
LAND01472,Salem,3.84,306079,336206,BID569,2025-04-04 16:08:06,Closed
LAND01473,Trichy,9.78,268695,279192,BID861,2025-03-22 07:08:06,Sold
LAND01474,Madurai,6.19,351539,418268,BID825,2025-02-13 23:08:06,Open
LAND01475,Coimbatore,7.32,443556,507872,BID746,2025-02-16 04:08:06,Closed
LAND01476,Madurai,4.8,373295,421096,BID667,2025-02-19 04:08:06,Sold
LAND01477,Trichy,2.54,417984,466876,BID703,2025-03-13 12:08:06,Closed
LAND01478,Salem,9.86,350328,371543,BID107,2025-04-05 00:08:06,Sold
LAND01479,Trichy,6.57,144948,221305,BID831,2025-03-11 19:08:06,Open
LAND01480,Trichy,8.94,119603,212010,BID952,2025-02-06 10:08:06,Closed
LAND01481,Chennai,7.8,230535,322535,BID526,2025-03-31 07:08:06,Open
LAND01482,Salem,1.55,175755,252581,BID334,2025-02-09 19:08:06,Closed
LAND01483,Salem,6.68,385548,417812,BID649,2025-02-12 08:08:06,Sold
LAND01484,Madurai,6.35,377391,452742,BID123,2025-02-22 01:08:06,Open
LAND01485,Madurai,5.84,470118,556698,BID126,2025-02-23 20:08:06,Sold
LAND01486,Salem,4.9,382392,403653,BID463,2025-03-10 00:08:06,Open
LAND01487,Chennai,5.15,274802,330798,BID627,2025-02-12 13:08:06,Open
LAND01488,Chennai,1.29,180129,223499,BID509,2025-03-01 16:08:06,Closed
LAND01489,Salem,5.24,363418,440165,BID683,2025-02-10 08:08:06,Closed
LAND01490,Chennai,1.12,117961,161987,BID177,2025-03-11 22:08:06,Sold
LAND01491,Coimbatore,9.13,389393,460323,BID292,2025-03-14 05:08:06,Closed
LAND01492,Salem,8.41,488788,510761,BID997,2025-02-08 02:08:06,Closed
LAND01493,Chennai,9.81,483943,531551,BID284,2025-02-26 07:08:06,Closed
LAND01494,Chennai,9.52,187649,282343,BID628,2025-02-06 10:08:06,Closed
LAND01495,Salem,6.72,376845,408952,BID235,2025-03-14 00:08:06,Closed
LAND01496,Trichy,1.93,400433,430880,BID675,2025-02-09 01:08:06,Sold
LAND01497,Salem,6.99,227589,277050,BID760,2025-03-11 10:08:06,Sold
LAND01498,Madurai,6.93,279020,313532,BID693,2025-04-05 19:08:06,Sold
LAND01499,Salem,2.14,361610,437212,BID976,2025-03-12 18:08:06,Open
LAND01500,Coimbatore,3.53,470667,506455,BID881,2025-03-05 14:08:06,Sold
LAND01501,Salem,1.42,460324,493321,BID748,2025-03-31 08:08:06,Open
LAND01502,Coimbatore,2.83,238852,305062,BID569,2025-02-13 00:08:06,Closed
LAND01503,Chennai,2.0,419067,434084,BID372,2025-03-19 03:08:06,Sold
LAND01504,Salem,1.86,141008,239904,BID747,2025-03-02 15:08:06,Closed
LAND01505,Trichy,9.53,395457,489497,BID411,2025-02-08 10:08:06,Closed
LAND01506,Trichy,3.85,417245,495402,BID703,2025-02-06 08:08:06,Closed
LAND01507,Salem,5.15,423844,522656,BID996,2025-02-20 07:08:06,Closed
LAND01508,Trichy,8.47,378405,446044,BID596,2025-03-07 11:08:06,Closed
LAND01509,Chennai,7.6,240372,296692,BID611,2025-02-26 12:08:06,Closed
LAND01510,Trichy,3.15,462374,553925,BID948,2025-03-03 17:08:06,Sold
LAND01511,Chennai,2.97,319037,381881,BID899,2025-02-06 23:08:06,Closed
LAND01512,Salem,4.78,206885,251716,BID465,2025-03-02 00:08:06,Sold
LAND01513,Trichy,5.47,484822,541575,BID283,2025-04-05 20:08:06,Sold
LAND01514,Chennai,5.43,229310,325743,BID327,2025-02-28 13:08:06,Sold
LAND01515,Chennai,3.44,268575,313817,BID513,2025-02-19 20:08:06,Sold
LAND01516,Madurai,8.23,237817,292403,BID694,2025-03-20 10:08:06,Sold
LAND01517,Madurai,8.59,411487,428111,BID919,2025-02-18 22:08:06,Open
LAND01518,Trichy,2.01,392681,446982,BID977,2025-02-07 17:08:06,Closed
LAND01519,Coimbatore,6.84,212570,233983,BID106,2025-02-11 22:08:06,Open
LAND01520,Trichy,9.76,412461,469128,BID395,2025-02-18 05:08:06,Closed
LAND01521,Madurai,8.06,251858,294464,BID383,2025-03-21 19:08:06,Open
LAND01522,Salem,2.47,193550,282625,BID490,2025-03-29 03:08:06,Closed
LAND01523,Trichy,8.77,293876,341077,BID745,2025-02-26 03:08:06,Sold
LAND01524,Trichy,9.56,310513,330382,BID765,2025-02-20 03:08:06,Sold
LAND01525,Madurai,3.35,461710,478627,BID390,2025-03-07 19:08:06,Closed
LAND01526,Chennai,7.43,466189,527973,BID507,2025-03-21 16:08:06,Sold
LAND01527,Chennai,7.2,317241,408082,BID745,2025-02-26 07:08:06,Closed
LAND01528,Coimbatore,8.36,193549,259162,BID735,2025-02-14 16:08:06,Sold
LAND01529,Salem,9.3,313002,402390,BID710,2025-02-20 09:08:06,Open
LAND01530,Madurai,4.54,204477,262552,BID860,2025-03-11 17:08:06,Open
LAND01531,Madurai,3.61,491738,539991,BID983,2025-03-12 23:08:06,Sold
LAND01532,Coimbatore,3.77,140822,225496,BID358,2025-02-26 09:08:06,Closed
LAND01533,Chennai,7.67,101157,114459,BID953,2025-03-03 01:08:06,Sold
LAND01534,Chennai,9.6,182077,260952,BID674,2025-03-12 16:08:06,Open
LAND01535,Coimbatore,5.43,218007,278007,BID131,2025-03-18 16:08:06,Closed
LAND01536,Trichy,9.22,322464,414209,BID187,2025-03-13 20:08:06,Open
LAND01537,Madurai,5.58,440233,505938,BID254,2025-02-16 22:08:06,Open
LAND01538,Salem,4.84,474605,538302,BID403,2025-02-06 08:08:06,Open
LAND01539,Chennai,1.12,372759,451116,BID145,2025-03-29 21:08:06,Open
LAND01540,Trichy,3.5,299695,316627,BID982,2025-02-23 23:08:06,Open
LAND01541,Chennai,8.49,421562,463800,BID509,2025-03-19 14:08:06,Closed
LAND01542,Coimbatore,6.58,347907,371162,BID562,2025-03-17 15:08:06,Sold
LAND01543,Madurai,9.71,319014,342967,BID480,2025-02-20 02:08:06,Open
LAND01544,Madurai,7.13,162901,212058,BID282,2025-02-17 07:08:06,Open
LAND01545,Madurai,6.11,275440,288789,BID163,2025-03-05 16:08:06,Open
LAND01546,Coimbatore,5.04,366500,397007,BID122,2025-02-12 22:08:06,Closed
LAND01547,Trichy,4.58,253504,283496,BID623,2025-03-24 10:08:06,Open
LAND01548,Madurai,8.25,130597,171480,BID534,2025-02-28 06:08:06,Sold
LAND01549,Chennai,4.18,211928,240466,BID693,2025-03-31 10:08:06,Sold
LAND01550,Chennai,6.18,401003,414163,BID929,2025-03-05 04:08:06,Sold
LAND01551,Trichy,1.42,422337,458075,BID756,2025-03-08 23:08:06,Open
LAND01552,Madurai,6.9,300563,323906,BID588,2025-02-19 08:08:06,Closed
LAND01553,Madurai,8.29,385983,421735,BID478,2025-02-27 05:08:06,Closed
LAND01554,Trichy,4.69,395128,443277,BID367,2025-03-18 08:08:06,Open
LAND01555,Chennai,6.58,478710,505912,BID598,2025-02-26 08:08:06,Sold
LAND01556,Madurai,9.89,210105,290657,BID899,2025-02-14 18:08:06,Closed
LAND01557,Salem,4.8,371935,387442,BID822,2025-03-04 16:08:06,Open
LAND01558,Coimbatore,7.54,250596,302249,BID520,2025-02-07 14:08:06,Open
LAND01559,Trichy,1.91,287739,310114,BID304,2025-03-29 03:08:06,Open
LAND01560,Trichy,5.13,415222,487374,BID311,2025-03-11 02:08:06,Sold
LAND01561,Madurai,3.51,181795,251206,BID867,2025-02-07 19:08:06,Closed
LAND01562,Trichy,1.82,240724,253990,BID884,2025-02-09 16:08:06,Closed
LAND01563,Coimbatore,7.1,365569,464458,BID260,2025-03-04 23:08:06,Closed
LAND01564,Chennai,5.99,330204,353168,BID997,2025-02-06 07:08:06,Open
LAND01565,Salem,6.68,496602,563823,BID343,2025-02-16 12:08:06,Closed
LAND01566,Coimbatore,9.78,425550,511546,BID408,2025-02-08 23:08:06,Closed
LAND01567,Chennai,3.49,230133,302966,BID124,2025-02-07 15:08:06,Closed
LAND01568,Salem,1.54,348462,393092,BID985,2025-03-29 20:08:06,Sold
LAND01569,Chennai,4.76,409417,469324,BID629,2025-03-30 03:08:06,Open
LAND01570,Chennai,5.03,356019,387623,BID332,2025-02-06 03:08:06,Closed
LAND01571,Madurai,9.5,179660,224476,BID318,2025-03-02 22:08:06,Open
LAND01572,Chennai,4.02,437828,452130,BID623,2025-04-01 09:08:06,Closed
LAND01573,Salem,5.19,495754,548024,BID714,2025-02-18 14:08:06,Open
LAND01574,Chennai,5.22,262539,330799,BID416,2025-02-28 15:08:06,Closed
LAND01575,Trichy,2.18,107340,121183,BID615,2025-04-01 11:08:06,Open
LAND01576,Salem,8.43,151082,182746,BID596,2025-03-03 16:08:06,Closed
LAND01577,Coimbatore,3.37,111664,175919,BID146,2025-03-11 23:08:06,Open
LAND01578,Salem,3.19,239047,272878,BID112,2025-03-21 21:08:06,Closed
LAND01579,Chennai,1.06,269532,284353,BID592,2025-02-17 00:08:06,Sold
LAND01580,Trichy,5.33,468027,543292,BID262,2025-04-01 07:08:06,Open
LAND01581,Trichy,2.07,318254,342183,BID821,2025-02-06 03:08:06,Sold
LAND01582,Coimbatore,5.83,432028,498489,BID566,2025-02-09 15:08:06,Open
LAND01583,Trichy,3.68,405291,461529,BID638,2025-02-28 09:08:06,Sold
LAND01584,Chennai,9.37,396818,442048,BID380,2025-02-11 18:08:06,Open
LAND01585,Chennai,3.96,370741,426785,BID592,2025-03-21 08:08:06,Open
LAND01586,Coimbatore,3.45,296664,334961,BID237,2025-02-09 01:08:06,Open
LAND01587,Trichy,3.04,387679,455219,BID393,2025-02-09 02:08:06,Closed
LAND01588,Chennai,10.0,157956,203334,BID917,2025-03-03 14:08:06,Closed
LAND01589,Trichy,3.77,255499,282247,BID893,2025-02-27 02:08:06,Sold
LAND01590,Chennai,7.11,391708,407414,BID442,2025-02-24 08:08:06,Open
LAND01591,Trichy,3.85,293030,357476,BID142,2025-02-22 02:08:06,Open
LAND01592,Salem,2.96,173259,268885,BID190,2025-02-06 18:08:06,Open
LAND01593,Coimbatore,8.49,475096,557012,BID349,2025-02-23 05:08:06,Open
LAND01594,Coimbatore,9.54,465615,544732,BID678,2025-02-20 05:08:06,Closed
LAND01595,Trichy,5.9,425394,508465,BID680,2025-03-10 01:08:06,Open
LAND01596,Trichy,8.8,291788,388902,BID156,2025-04-01 18:08:06,Sold
LAND01597,Coimbatore,4.53,247323,303388,BID721,2025-02-16 17:08:06,Closed
LAND01598,Coimbatore,7.81,270669,361776,BID498,2025-02-13 01:08:06,Open
LAND01599,Salem,1.68,307702,385273,BID340,2025-03-08 12:08:06,Closed
LAND01600,Salem,7.12,395858,485320,BID834,2025-03-08 00:08:06,Sold
LAND01601,Chennai,4.84,101562,181350,BID524,2025-04-03 22:08:06,Open
LAND01602,Trichy,1.07,461260,473900,BID267,2025-03-02 18:08:06,Sold
LAND01603,Chennai,8.24,146433,162303,BID154,2025-02-10 00:08:06,Open
LAND01604,Madurai,3.77,112969,200434,BID822,2025-02-12 20:08:06,Open
LAND01605,Chennai,9.92,396752,475414,BID322,2025-02-25 23:08:06,Closed
LAND01606,Madurai,2.58,401033,455771,BID290,2025-03-19 16:08:06,Open
LAND01607,Chennai,7.18,476012,551790,BID253,2025-02-14 21:08:06,Sold
LAND01608,Coimbatore,3.26,211288,309136,BID787,2025-03-24 11:08:06,Sold
LAND01609,Salem,4.69,453358,492213,BID200,2025-02-13 18:08:06,Sold
LAND01610,Chennai,5.03,438950,491563,BID493,2025-03-13 12:08:06,Closed
LAND01611,Trichy,7.28,162477,183743,BID230,2025-02-23 21:08:06,Open
LAND01612,Salem,8.18,411661,503810,BID699,2025-02-28 03:08:06,Sold
LAND01613,Coimbatore,4.14,400547,491525,BID569,2025-03-09 20:08:06,Sold
LAND01614,Chennai,6.12,338481,374401,BID515,2025-03-05 15:08:06,Closed
LAND01615,Madurai,6.02,251382,278594,BID858,2025-02-13 05:08:06,Open
LAND01616,Coimbatore,1.27,266076,287978,BID892,2025-04-02 22:08:06,Sold
LAND01617,Salem,5.26,441332,509455,BID600,2025-02-11 22:08:06,Sold
LAND01618,Chennai,3.62,453596,535611,BID343,2025-02-26 17:08:06,Sold
LAND01619,Chennai,1.31,386236,476416,BID335,2025-03-12 17:08:06,Open
LAND01620,Chennai,9.1,307453,363620,BID682,2025-02-20 09:08:06,Sold
LAND01621,Madurai,1.92,122722,221253,BID190,2025-03-17 23:08:06,Open
LAND01622,Madurai,5.01,242920,303963,BID146,2025-03-19 09:08:06,Open
LAND01623,Trichy,2.33,383183,471878,BID908,2025-04-04 10:08:06,Open
LAND01624,Coimbatore,4.39,157179,218432,BID452,2025-03-27 15:08:06,Open
LAND01625,Chennai,3.21,203831,285373,BID592,2025-02-16 23:08:06,Open
LAND01626,Salem,6.1,289262,343173,BID131,2025-03-24 12:08:06,Open
LAND01627,Salem,8.12,353073,434695,BID707,2025-03-12 12:08:06,Sold
LAND01628,Madurai,8.62,457140,511071,BID156,2025-02-13 23:08:06,Open
LAND01629,Salem,3.86,439044,449918,BID557,2025-03-19 16:08:06,Sold
LAND01630,Chennai,4.7,149524,206925,BID489,2025-02-07 09:08:06,Sold
LAND01631,Salem,8.38,430264,487372,BID769,2025-02-20 17:08:06,Closed
LAND01632,Salem,2.07,125525,219917,BID100,2025-02-09 23:08:06,Open
LAND01633,Coimbatore,6.34,274884,287955,BID512,2025-02-10 05:08:06,Sold
LAND01634,Coimbatore,7.62,201462,249717,BID476,2025-03-23 06:08:06,Closed
LAND01635,Chennai,5.21,227329,272174,BID261,2025-03-05 05:08:06,Sold
LAND01636,Trichy,9.85,427709,506989,BID120,2025-02-19 21:08:06,Closed
LAND01637,Chennai,5.32,165333,229739,BID587,2025-02-11 10:08:06,Closed
LAND01638,Madurai,3.66,424261,462127,BID574,2025-04-03 02:08:06,Open
LAND01639,Trichy,8.65,257670,324126,BID213,2025-02-22 12:08:06,Open
LAND01640,Chennai,3.72,385832,466946,BID767,2025-03-19 03:08:06,Sold
LAND01641,Salem,2.03,344393,374789,BID949,2025-02-06 07:08:06,Closed
LAND01642,Madurai,7.9,429613,484591,BID980,2025-02-19 15:08:06,Open
LAND01643,Trichy,9.35,209607,287473,BID368,2025-03-28 22:08:06,Open
LAND01644,Madurai,8.57,173274,225307,BID346,2025-02-09 18:08:06,Sold
LAND01645,Chennai,5.04,141131,213922,BID217,2025-02-27 06:08:06,Sold
LAND01646,Salem,5.43,415631,492943,BID323,2025-03-01 03:08:06,Closed
LAND01647,Chennai,2.34,157176,251825,BID552,2025-02-14 03:08:06,Sold
LAND01648,Madurai,3.03,326277,421634,BID277,2025-02-17 01:08:06,Open
LAND01649,Trichy,9.4,277404,297373,BID886,2025-03-12 19:08:06,Sold
LAND01650,Trichy,7.78,276757,359390,BID472,2025-02-06 11:08:06,Sold
LAND01651,Salem,8.09,454388,540146,BID539,2025-04-05 20:08:06,Sold
LAND01652,Madurai,6.17,462411,492838,BID726,2025-03-08 01:08:06,Sold
LAND01653,Trichy,8.05,372466,416096,BID151,2025-03-11 22:08:06,Sold
LAND01654,Coimbatore,5.56,316833,390645,BID379,2025-02-10 21:08:06,Sold
LAND01655,Madurai,8.62,287463,312825,BID367,2025-03-05 10:08:06,Open
LAND01656,Coimbatore,5.07,104385,124008,BID520,2025-02-24 09:08:06,Closed
LAND01657,Madurai,8.86,286403,326171,BID464,2025-02-17 04:08:06,Closed
LAND01658,Chennai,3.68,181816,213335,BID663,2025-02-17 13:08:06,Open
LAND01659,Coimbatore,5.1,297169,380231,BID953,2025-03-27 09:08:06,Closed
LAND01660,Salem,3.57,264840,346948,BID263,2025-02-21 20:08:06,Sold
LAND01661,Trichy,3.44,243409,310092,BID942,2025-02-26 20:08:06,Open
